C0220597	Adult Hodgkin Lymphoma
C0282313	Condition, Preneoplastic
C1969809	Isobutyryl-CoA dehydrogenase deficiency
C4310738	MEIER-GORLIN SYNDROME 7
C0236175	Increased IgE level
C3553060	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT
C4749855	14q11.2 microduplication syndrome
C0277828	Late fontanel closure
C2063866	Depressive Disorder, Treatment-Resistant
C0152439	Retinoschisis
C0043094	Weight Gain
C2315229	Deformity of facial bone
C0752258	Position Sense Disorders
C0853193	Bipolar I disorder
C3280371	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4
C0752252	Neuromuscular Manifestations
C1854301	Motor delay
C0752256	Pain Sensation Diminished
C0752257	Pinprick Sensation Diminished
C3280378	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA
C0752255	Impairment, Light Touch Sensation
C0017665	Membranous glomerulonephritis
C1845285	Martin-Probst Deafness-Mental Retardation Syndrome
C0036161	Sandhoff Disease
C0343115	Skin Mastocytoma
C0343114	Woolly hair nevus
C0343111	Naegeli syndrome
C0343110	Epidermolytic palmoplantar keratoderma of Vorner
C0751852	Arsenic Induced Polyneuropathy
C3888925	Pompe's disease adult onset
C3888924	Glycogen storage disease due to acid maltase deficiency, infantile onset
C2751641	GLIOMA SUSCEPTIBILITY 3
C0268221	Fucosidosis Type I
C4551549	Early Infantile Epileptic Encephalopathy 6
C0032914	Pre-Eclampsia
C0268222	Fucosidosis Type II
C4539891	AMELOGENESIS IMPERFECTA, TYPE IIIB
C0345982	Multiple self-healing epithelioma of Ferguson-Smith
C1836876	Pierson syndrome
C0600178	External Carotid Artery Diseases
C1719788	Episodic ataxia type 1
C0600176	Argentaffinoma
C1153706	Endometrial adenocarcinoma
C1274933	Drug-Induced Stevens Johnson Syndrome
C3683846	Chromosome 17p Deletion Syndrome
C4551804	Brugada Syndrome 1
C4540439	RETINITIS PIGMENTOSA 80
C1527231	Adrenomyeloneuropathy
C0268228	Neuraminidase 1 deficiency
C0005587	Depression, Bipolar
C0232466	Feeding difficulties
C3852953	Pulmonary Arterial Remodeling
C3151405	CANDIDIASIS, FAMILIAL, 6
C0162566	Porphyria Cutanea Tarda
C0032000	Pituitary Adenoma
C0032001	Pituitary Apoplexy
C0520679	Sleep Apnea, Obstructive
C0746402	manic symptom
C1840253	IgE RESPONSIVENESS, ATOPIC
C3554105	PERRAULT SYNDROME 2
C1280798	Von Willebrand disease, platelet type
C1691228	Cystic Kidney Diseases
C0342642	Autosomal dominant hypophosphatemic rickets
C0342643	Autosomal recessive hypophosphatemic vitamin D refractory rickets
C0206157	Myopathies, Nemaline
C1512419	Hereditary Melanoma
C0345967	Malignant mesothelioma
C0342649	Vascular calcification
C4540342	JOUBERT SYNDROME 32
C1863926	GLAUCOMA 1, OPEN ANGLE, F (disorder)
C0700501	Congenital nystagmus
C1135745	Meningitis, Meningococcal, Serogroup A
C1135746	Meningitis, Meningococcal, Serogroup B
C1135747	Meningitis, Meningococcal, Serogroup C
C0029408	Degenerative polyarthritis
C2718078	Deficiency of Uroporphyrinogen III Synthase
C0029401	Osteitis Deformans
C0472817	WHIM syndrome
C0472813	X-linked agammaglobulinemia with growth hormone deficiency
C4012268	TETRAAMELIA SYNDROME, AUTOSOMAL RECESSIVE
C3276432	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1
C4540411	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57
C0220989	Acquired partial lipodystrophy
C0342467	Late onset congenital adrenal hyperplasia
C4048196	beta-Mannosidosis
C4048195	Autosomal dominant hypocalcemia
C0220981	Metabolic acidosis
C0028860	Oculocerebrorenal Syndrome
C0220987	Hereditary orotic aciduria
C0026985	Myelodysplasia
C0085261	Proteus Syndrome
C3661519	Hereditary Motor Neuronopathy
C1809471	Familial benign hypercalcemia
C0085269	Plasma Cell Granuloma, Pulmonary
C1856273	46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related
C0027059	Myocarditis
C0027051	Myocardial Infarction
C1961099	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
C0003076	Aniridia
C0027055	Myocardial Reperfusion Injury
C1858562	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3
C0855095	Small Lymphocytic Lymphoma
C1837839	CARDIOMYOPATHY, DILATED, 1O
C0234146	Absent reflex
C0280475	Childhood Oligodendroglioma
C4749434	Spinal muscular atrophy with respiratory distress type 2
C0281784	Benign Meningioma
C3891448	NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO
C1621958	Glioblastoma Multiforme
C0011436	Dentinogenesis Imperfecta
C0221169	Hemiballismus
C0268609	Glutamate formiminotransferase deficiency
C0268608	Deficiency of dihydrofolate reductase
C0427190	Ataxia, Truncal
C1321489	Torre-Muir syndrome
C1864002	GRACILE SYNDROME (disorder)
C0268601	HMG CoA lyase deficiency
C0268600	3-methylcrotonyl CoA carboxylase 1 deficiency
C3714580	Hypokalemic periodic paralysis type 1
C0280788	Anaplastic Ependymoma
C3150547	PANCREATIC CANCER, SUSCEPTIBILITY TO, 3
C0028313	Organic Brain Syndrome, Nonpsychotic
C0280785	Diffuse Astrocytoma
C0740387	Aneurysm, Posterior Cerebral Artery
C0740386	Aneurysm, Anterior Communicating Artery
C0740385	Aneurysm, Middle Cerebral Artery
C0280783	Juvenile Pilocytic Astrocytoma
C0497552	Congenital neurologic anomalies
C3280965	CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION
C4225389	CATARACT 43
C4554406	FANCONI ANEMIA, COMPLEMENTATION GROUP S
C4225385	LETHAL CONGENITAL CONTRACTURE SYNDROME 8
C4225384	OPTIC ATROPHY 9
C4225387	SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT
C4225386	LETHAL CONGENITAL CONTRACTURE SYNDROME 7
C4225381	PEELING SKIN WITH LEUKONYCHIA, ACRAL PUNCTATE KERATOSES, CHEILITIS, AND KNUCKLE PADS
C0236788	Bipolar II disorder
C4225383	LICHTENSTEIN-KNORR SYNDROME
C4225382	COLE-CARPENTER SYNDROME 2
C3553270	DIARRHEA 6
C0034152	Henoch-Schoenlein Purpura
C0034155	Purpura, Thrombotic Thrombocytopenic
C0221290	Chondromyxoid fibroma
C1834569	Jankovic Rivera syndrome
C0024236	Lymphedema
C0024232	Lymphatic Metastasis
C1843758	Camptosynpolydactyly, Complex
C4304539	20p12.3 microdeletion syndrome
C0023241	Legionnaires' Disease
C0023931	Lobstein Disease
C3554409	HYPOTRICHOSIS 11
C4304532	2q23.1 microdeletion syndrome
C4225161	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3
C4225160	NUDT15 deficiency
C4225163	MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE)
C4225162	OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE
C4225165	NEPHROTIC SYNDROME, TYPE 13
C4225164	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3
C4225167	SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY
C4225166	NEPHROTIC SYNDROME, TYPE 12
C0341869	Subfertility, Female
C0004093	Asthenia
C0239981	Hypoalbuminemia
C0004096	Asthma
C1854065	LATE-ONSET RETINAL DEGENERATION (disorder)
C1832215	Athabaskan brainstem dysgenesis
C1852795	CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 2
C0752353	Atrophy, Muscular, Spinobulbar
C3165106	Infiltrating duct carcinoma of female breast
C0751161	UDPglucose 4-epimerase deficiency disease
C0024586	Malignant Carcinoid Syndrome
C1854061	Cutis Verticis Gyrata, Retinitis Pigmentosa, and Sensorineural Deafness
C1862892	Hereditary Angioedema Type II
C0001916	Albinism
C0752350	Embryo Death
C0431376	Cobblestone Lissencephaly
C0431375	Classical Lissencephaly
C0267372	Primary intestinal lymphangiectasia
C1969957	Creutzfeldt-Jakob Disease, Heidenhain Variant
C1843139	Hypercholanemia, Familial
C0007772	Intracranial Arteriovenous Malformation
C1845366	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance
C1842884	Caudal Duplication Anomaly
C4014856	CONE-ROD DYSTROPHY 20
C0038368	Stomatognathic Diseases
C1879645	Adverse Event by CTCAE Category
C2751259	Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related
C0038362	Stomatitis
C1136042	Neuroma, Acoustic, Bilateral
C0271801	Central hypothyroidism
C0751448	Polyneuropathy, Familial
C0751449	Acquired Polyneuropathy
C0751446	Poliomyelitis, Nonpoliovirus
C0751447	Poliomyelitis, Preparalytic
C0751445	Encephalitis, Polio
C2673642	Combined Oxidative Phosphorylation Deficiency 5
C2751831	Myopathy, Myofibrillar, Bag3-Related
C2673648	Hypomagnesemia 4, Renal
C2751830	Long Qt Syndrome 12
C1955906	Lymphoma, Extranodal NK-T-Cell
C4693609	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25
C3275521	CHROMOSOME Xq27.3-q28 DUPLICATION SYNDROME
C3888001	HERMANSKY-PUDLAK SYNDROME 3
C3888007	HERMANSKY-PUDLAK SYNDROME 6
C3888004	HERMANSKY-PUDLAK SYNDROME 5
C3469528	FANCONI ANEMIA, COMPLEMENTATION GROUP L
C1332965	Congenital Mesoblastic Nephroma
C0400966	Non-alcoholic Fatty Liver Disease
C0677501	Congenital Nephrogenic Diabetes Insipidus
C3469524	PROSTATE CANCER, SUSCEPTIBILITY TO
C1399226	Ectopic rhythm
C3469526	FANCONI ANEMIA, COMPLEMENTATION GROUP F
C3469527	fanconi anemia complementation group g
C0699791	Stomach Carcinoma
C0699790	Colon Carcinoma
C4281559	FRONTOMETAPHYSEAL DYSPLASIA 1
C1858361	Pyogenic Arthritis, Pyoderma Gangrenosum and Acne
C4237474	Unspecified neurodevelopmental disorder
C1849265	Overgrowth
C0025363	Mental Retardation, Psychosocial
C0002938	Aneuploidy
C1969052	MECKEL SYNDROME, TYPE 5
C3150860	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3
C0039584	Testicular Diseases
C0039585	Androgen-Insensitivity Syndrome
C0376297	Cardiac Death
C3150733	LONG QT SYNDROME 13
C3150730	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY
C3150731	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5
C3150736	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj
C3150738	Antibody Deficiency due to Defect in CD19
C3150739	IMMUNODEFICIENCY, COMMON VARIABLE, 4
C0038987	Sweat Gland Neoplasms
C4310812	IMMUNODEFICIENCY 50
C0087031	Juvenile-Onset Still Disease
C1844016	Holoprosencephaly with Fetal Akinesia-Hypokinesia Sequence
C1858028	WOLFRAM SYNDROME 2
C1291490	Hyaluronidase Deficiency
C0032273	Pneumoconiosis
C0341306	Microvillus inclusion disease
C1096309	Myolipoma
C1833104	DIABETES MELLITUS, PERMANENT NEONATAL
C4017171	TRICHOTHIODYSTROPHY 3, PHOTOSENSITIVE
C1836460	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2
C2931480	Neurofibromatosis, Type 3, mixed central and peripheral
C0017145	Gastric Varix
C2931482	Neurofibromatosis-Noonan syndrome
C0369183	Erythrocyte Mean Corpuscular Hemoglobin Test
C2931488	Zlotogora-Ogur syndrome
C0302592	Cervix carcinoma
C1837481	Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related
C1849678	Peroxisomal ACYL-COA oxidase deficiency
C1275278	Extraskeletal Myxoid Chondrosarcoma
C0175778	Larsen syndrome
C0236970	Alcohol-Induced Disorders
C1834821	METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS
C1266127	Histiocytoma, Angiomatoid Fibrous
C3553538	BROWN-VIALETTO-VAN LAERE SYNDROME 2
C0078921	Albinism, Tyrosinase-Negative
C0078923	Albinism, Yellow-Mutant
C0040028	Thrombocythemia, Essential
C1836683	Czech dysplasia, metatarsal type
C1836681	Erythrokeratoderma, Reticular
C3553869	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6
C3553868	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 5
C1837154	Drug Metabolism, Poor, CYP2D6-Related
C0796232	Bohring syndrome
C0017495	Gerstmann-Straussler-Scheinker Disease
C0206744	T-Lymphocytopenia, Idiopathic CD4-Positive
C2675207	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4
C0206743	Rhabdoid Tumor
C2675205	Distal muscle atrophy due to neurologic disease
C2675204	Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract
C4282180	Juvenile macular degeneration
C1855465	STARGARDT DISEASE 1 (disorder)
C1855466	Hypomagnesemia 5, Renal, with Ocular Involvement
C0949595	Gonadal Dysgenesis, 46,XX
C4748768	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 10
C4283859	Cutaneous Malignant Melanoma 2
C4015160	PONTOCEREBELLAR HYPOPLASIA, TYPE 1C
C1859773	Microphthalmia, Syndromic 3
C1859775	Anterior pituitary hypoplasia
C0600327	Toxic Shock Syndrome
C1096155	Macrophage Activation Syndrome
C4751120	Neonatal inflammatory skin and bowel disease
C0086743	Osteoarthrosis Deformans
C1851549	Benign Occipital Epilepsy
C1291620	Deficiency of bisphosphoglycerate mutase
C4303082	Hyperinsulinism due to uncoupling protein 2 deficiency
C1864947	Natural Killer Cell Deficiency, Familial Isolated
C3810147	IMMUNODEFICIENCY 19
C1858392	NEPHRONOPHTHISIS 3
C0021368	Inflammation
C1864948	Hyperinsulinemic Hypoglycemia, Familial, 4
C1853761	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1
C3280556	PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS
C1838103	MITOCHONDRIAL MYOPATHY AND SIDEROBLASTIC ANEMIA
C3151126	MEIER-GORLIN SYNDROME 5
C4521563	SPINOCEREBELLAR ATAXIA 44
C4521564	FANCONI ANEMIA, COMPLEMENTATION GROUP W
C1266177	Dysembryoplastic neuroepithelial tumor
C4042784	Feeding and Eating Disorders
C0023743	Linitis Plastica
C0432197	Short rib-polydactyly syndrome, Verma-Naumoff type
C0432194	Schneckenbecken dysplasia
C4015156	MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE
C0265235	Marshall syndrome
C0265234	Branchio-Oto-Renal Syndrome
C2748861	Cortical malformations
C0031911	Pigmentation
C0271582	Isolated lutropin deficiency (disorder)
C2751318	Nijmegen Breakage Syndrome-Like Disorder
C2931150	Synostotic Anterior Plagiocephaly
C0271586	Prolactin Deficiency, Isolated
C2751319	Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5
C0280313	Squamous cell carcinoma of oropharynx
C2676510	Spondylocheirodysplasia, Ehlers-Danlos Syndrome-Like
C0270984	Metabolic myopathy
C1843807	Basal ganglia disease, biotin-responsive
C1834176	MYELOKATHEXIS, ISOLATED
C2674009	Microcornea, Rod-Cone Dystrophy, Cataract, And Posterior Staphyloma
C1257965	Compensatory Hyperinsulinemia
C1257964	Exogenous Hyperinsulinism
C1257963	Endogenous Hyperinsulinism
C0393610	Dystonia, Diurnal
C0393615	Familial Tremor
C0029231	Organic Mental Disorders, Substance-Induced
C0029230	Organic Mental Disorders, Psychotic
C1835887	DIABETES MELLITUS, TRANSIENT NEONATAL, 2 (disorder)
C0427055	Facial Paresis
C0030569	Secondary Parkinson Disease
C0149649	Cholesterol Embolism
C1864497	PSORIASIS 2
C0751279	Metachromatic Leukodystrophy, Adult-Type (disorder)
C0751278	Metachromatic Leukodystrophy, Infant
C0424503	Dysmorphic facies
C3277849	17,20-Lyase Deficiency, Isolated
C0751273	Infantile Globoid Cell Leukodystrophy
C1853144	Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia
C1853147	MACULAR DEGENERATION, AGE-RELATED, 4 (disorder)
C0751276	Metachromatic leukodystrophy, juvenile type
C0338451	Frontotemporal dementia
C0085109	Corneal Neovascularization
C0393538	Muscular Atrophy, Spinal, Type II
C0037763	Spasm
C3809199	PRECOCIOUS PUBERTY, CENTRAL, 2
C3809198	PULMONARY HYPERTENSION, PRIMARY, 4
C2750771	Amelogenesis Imperfecta, Hypomaturation Type, Iia3
C3809192	PULMONARY HYPERTENSION, PRIMARY, 3
C0041307	Tuberculosis, Bovine
C0037769	West Syndrome
C1835084	Megaduodenum and-or Megacystis
C2713319	Arylsulfatase A Deficiency
C1868139	Medullary cystic kidney disease 1
C1569637	Adenocarcinoma, Endometrioid
C0020217	Hydatidiform Mole
C3714240	Smad4-Related Juvenile Polyposis
C3714933	MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY
C4505353	Diverticular Bleeding
C1852093	Maturity-Onset Diabetes of the Young, Type 1
C4478372	CILIARY DYSKINESIA, PRIMARY, 36, X-LINKED
C0242379	Malignant neoplasm of lung
C1858805	Vohwinkel Syndrome, Variant Form
C1858804	Cerebellar Ataxia, Deafness, and Narcolepsy
C0751057	Seizure, Febrile, Complex
C1858806	CONE-ROD DYSTROPHY 3 (disorder)
C1834207	Ceroid Lipofuscinosis, Neuronal, Parry Type
C1832244	CARDIOMYOPATHY, DILATED, 1C (disorder)
C2750068	Roifman-Chitayat Syndrome
C3809991	IMMUNODEFICIENCY, COMMON VARIABLE, 10
C2750061	Hypokalemic Periodic Paralysis, Type 2
C2750063	Leber Congenital Amaurosis 14
C1835223	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO (finding)
C2750065	RETINITIS PIGMENTOSA, JUVENILE, LRAT-RELATED
C2750064	Retinal Dystrophy, Early-Onset Severe, Lrat-Related
C2750067	Plasminogen Activator Inhibitor-1 Deficiency
C2750066	Spondylo-Megaepiphyseal-Metaphyseal Dysplasia
C0795996	STRIATONIGRAL DEGENERATION, INFANTILE (disorder)
C0011351	Dental Enamel Hypoplasia
C0020072	Hereditary Sensory Autonomic Neuropathy, Type 2
C4540321	MENTAL RETARDATION, AUTOSOMAL DOMINANT 48
C0020071	Hereditary Sensory Autonomic Neuropathy, Type 1
C0795998	JACKSON-WEISS SYNDROME
C0020074	HSAN Type IV
C0020075	Hereditary Sensory Autonomic Neuropathy, Type 5
C0266548	Axenfeld anomaly (disorder)
C0234469	Aphasia, Global
C4479577	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2
C0234462	Aphasia, Ageusic
C1838571	Ceroid Lipofuscinosis, Neuronal, 7
C0266544	Microcornea
C1832680	CARDIOMYOPATHY, DILATED, 1E
C1849385	Rhabdomyosarcoma 1
C1849386	Myoglobinuria, Acute Recurrent, Autosomal Recessive
C1849387	Rh-Null, Regulator Type
C2673584	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 5 (disorder)
C1867564	SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY
C2940786	Thyroid Hormone Resistance Syndrome
C1735591	VACTERL Association
C3543826	CILIARY DYSKINESIA, PRIMARY, 19
C1970180	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation
C3543825	CILIARY DYSKINESIA, PRIMARY, 18
C4704956	Adolescent Overweight
C0014324	Entamoebiasis
C4704955	Infant Overweight
C0748397	Reynolds syndrome
C0750900	Alzheimer's Disease, Focal Onset
C0750901	Alzheimer Disease, Early Onset
C4693450	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34
C0750905	Amino Acid Metabolism, Inherited Disorders
C0750906	Tactile Amnesia
C0750907	Amnestic State
C3888631	Monogenic diabetes
C0553558	Jackknife Seizures
C0019372	Herpesviridae Infections
C0205852	Neoplasms, Embryonal and Mixed
C0205851	Germ cell tumor
C0205854	Glandular Neoplasms
C3280314	Combined Malonic and Methylmalonic Aciduria
C3280315	Platelet-Activating Factor Acetylhydrolase Deficiency
C0432267	Tricho-thiodystrophy disorder
C3551915	MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO
C0455990	Immune Hydrops Fetalis
C3697137	Fibrous dysplasia of bone with intramuscular myxoma
C1867300	RETINITIS PIGMENTOSA 9
C0393626	Opsoclonus-Myoclonus Syndrome
C1854678	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE
C4012050	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 1
C0086241	Epilepsy, Tonic
C1845069	ALBINISM, OCULAR, WITH LATE-ONSET SENSORINEURAL DEAFNESS (disorder)
C0036631	Seminoma
C4693848	JABERI-ELAHI SYNDROME
C0234306	Taste Disorder, Secondary, Bitter
C4303860	Craniofacial ulnar renal syndrome
C0270820	Gelastic Epilepsy
C0021308	Infarction
C0973461	Dysphasia
C2749016	Thrombophilia, X-Linked, Due To Factor Ix Defect
C0024776	Maple Syrup Urine Disease
C4539873	MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES
C0175816	Cold Hemagglutinin Disease
C3494976	Migrating partial seizures in infancy
C3853779	Neonatal Alloimmune Thrombocytopenia
C3553762	LOEYS-DIETZ SYNDROME 4
C0014852	Esophageal Diseases
C3553450	Profound global developmental delay
C1969093	Osteopetrosis, Autosomal Recessive 6
C1969092	NEPHRONOPHTHISIS 7
C0014859	Esophageal Neoplasms
C1848030	Hypotonia-Cystinuria Syndrome
C4551826	Symphalangism-brachydactyly syndrome
C4551824	Oguchi Disease 1
C1838062	Autosomal Dominant Lateral Temporal Lobe Epilepsy
C0393547	Bulbospinal Neuronopathy
C0796254	DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES
C0272005	Hemoglobin Bart's hydrops syndrome
C4085873	LUSCAN-LUMISH SYNDROME
C1865044	PARIETAL FORAMINA 2
C2931367	Thyroid cancer, follicular
C2931817	Chromosome 2q37 deletion syndrome
C2931816	Chromosome 2, monosomy 2q24
C0342881	Familial hypercholesterolemia - homozygous
C0238394	Female Pseudohermaphroditism
C0238395	Male Pseudohermaphroditism
C0029422	Osteochondrodysplasias
C0029423	Cartilaginous exostosis
C1562061	Microspherophakia
C2678479	Prostate Cancer, Hereditary, 12
C2678478	Brugada Syndrome 3
C2678477	Brugada Syndrome 4
C2678476	Cardiomyopathy, Dilated, 1y
C1865951	Ectodermal Dysplasia, Pure Hair-Nail Type
C2678474	CARDIOMYOPATHY, DILATED, 2A (disorder)
C0472383	Subarachnoid Hemorrhage, Spontaneous
C0472381	Posterior Circulation Transient Ischemic Attack
C1847540	Azoospermia, Nonobstructive
C3495554	Homocarnosinase deficiency
C3495555	Carnosinemia
C3495552	Cystathionase Deficiency
C3495551	Dihydropyrimidinuria
C2609071	Olmsted syndrome
C1384600	Systemic onset juvenile chronic arthritis
C3495559	Juvenile arthritis
C0521659	Motor Neuron Disease, Upper
C0521654	Neurologic Deficits
C1841721	ACHROMATOPSIA 4
C1855079	Microcephaly-Micromelia Syndrome
C1850555	De La Chapelle Dysplasia
C1850554	Atelosteogenesis type 2
C1850000	Presentey Anomaly
C1838099	ABCD syndrome
C1851970	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT
C0011989	Camurati-Engelmann Syndrome
C0242706	Hyperoxia
C0242707	Right Ventricular Dysfunction
C1856255	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative
C0011633	Dermatomyositis
C0003090	Ankylosis
C0431718	Multiple renal cysts
C1706595	Pachyonychia Congenita, Jadassohn Lewandowsky Type
C3279885	Hereditary Sensory and Autonomic Neuropathy Type Ie
C0006118	Brain Neoplasms
C3661489	Autosomal Dominant Myotubular Myopathy
C0006111	Brain Diseases
C0006112	Brain Diseases, Metabolic
C1839413	Pyruvate Dehydrogenase E1 Alpha Deficiency
C0006114	Cerebral Edema
C3661483	Partial Fetal Alcohol Syndrome
C0264558	Tension Pneumothorax
C4521680	DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION
C0344543	Aniridia type 2
C0205833	Medullomyoblastoma
C1838329	APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS
C0796160	MENTAL RETARDATION, X-LINKED, SNYDER-ROBINSON TYPE
C1838327	Polycystic kidneys, severe infantile with tuberous sclerosis
C0268621	Hepatic methionine adenosyltransferase deficiency
C0268623	Tyrosinemia, Type III
C0393560	Vascular Dementia, Acute Onset
C0268624	Sulfite oxidase deficiency
C0020683	Hypovolemic Shock
C4540131	PILAROWSKI-BJORNSSON SYNDROME
C4014617	IMMUNODEFICIENCY 24
C4014616	HYPOTRICHOSIS 13
C2749659	AICARDI-GOUTIERES SYNDROME 5 (disorder)
C0040827	Saturnine Tremor
C1720965	Ectodermal Dysplasia 3, Anhidrotic
C3280943	ATRIAL SEPTAL DEFECT 9
C0040822	Tremor
C0854699	Trichomegaly
C3554247	CARPENTER SYNDROME 2
C3554241	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3
C1518693	Clear cell adenocarcinoma of ovary
