C0220597	Adult Hodgkin Lymphoma
C4225423	REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET
C4749942	Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation
C4225428	ANEMIA, SIDEROBLASTIC, 4
C4225429	Ehlers-Danlos syndrome classic type
C4016940	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1, SUSCEPTIBILITY TO
C4749945	Autism spectrum disorder due to AUTS2 deficiency
C3275686	CARDIOMYOPATHY, APICAL HYPERTROPHIC, AND NEUROPATHY
C3275684	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, MITOCHONDRIAL TYPE 1
C1274103	Oncogenic osteomalacia
C0340434	Dystrophic cardiomyopathy
C1446712	Overlapping fingers
C4745064	Recurrent Biliary Tract Carcinoma
C4748093	PEELING SKIN SYNDROME 6
C4748092	LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 8
C4745063	Biliary Tract Carcinoma
C3150819	RETINITIS PIGMENTOSA 56
C1970257	Decreased serum complement factor I
C1970250	Prostate Cancer, Hereditary, 9
C1970253	Phosphoserine Aminotransferase Deficiency
C2748572	SeSAME syndrome
C2748571	Isolated Growth Hormone Deficiency, Type IB
C2748576	Renal sodium wasting
C1847540	Azoospermia, Nonobstructive
C4316913	Autoimmune Polyglandular Syndrome
C2676026	Optic nerve dysplasia
C2676024	CAROTENOIDS, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 1
C2676023	Hypercarotenemia And Vitamin A Deficiency, Autosomal Dominant
C2676021	DEMENTIA, LEWY BODY, SUSCEPTIBILITY TO
C0153308	Toxoplasmosis chorioretinitis
C1833154	Long Qt Syndrome 4
C1881236	Interstitial Disease
C3278626	Orotic acid crystalluria
C0158465	Acquired cubitus valgus
C1836383	SPINOCEREBELLAR ATAXIA 27
C4721698	Metastatic Renal Cell Carcinoma
C1279702	Calorie overload
C0016045	fibroma
C4021866	obsolete Abnormal heart morphology
C4021865	Long distal phalanx of finger
C4021862	Absent epiphyses
C1836651	Generalized arterial tortuosity
C1836653	Ascending aortic dissection
C2931788	Atypical Hemolytic Uremic Syndrome
C2931787	Intracardiac myxoma
C2931786	Amyotrophic lateral sclerosis, type 6
C2931784	Amyloid angiopathy
C2931783	Amelogenesis imperfecta nephrocalcinosis
C2931782	Adrenal hyperplasia 2
C2931781	Adenosine monophosphate deaminase deficiency
C0206664	Teratocarcinoma
C0206667	Adrenal Cortical Adenoma
C0206666	Trophoblastic Tumor, Placental Site
C0206661	Gonadoblastoma
C0206660	Germinoma
C0206663	Neuroectodermal Tumor, Primitive
C0206669	Hepatocellular Adenoma
C3164780	Clinical sepsis
C1335155	Ovarian Cystic Teratoma
C3805715	Short stepped shuffling gait
C0035022	Tick-borne relapsing fever
C0035021	Relapsing Fever
C3495421	Chromosome 18q syndrome
C3495426	Homocysteinemia
C3495427	Fanconi-Bickel Syndrome
C3279571	Ectopic posterior pituitary
C3279575	Reticulated skin pigmentation
C0521723	Corneal dystrophy, epithelial basement membrane
C0521720	Corneal fibrosis
C2981150	Uranostaphyloschisis
C3827733	Umbilical cord occlusion
C0220633	Uveal melanoma
C0220630	Adult Liver Carcinoma
C0220636	Malignant neoplasm of salivary gland
C4520714	Stage II Breast Cancer AJCC v6 and v7
C2747802	Bile acid malabsorption
C2931123	Keratosis palmoplantaris striata 3
C2931122	Keratosis palmoplantaris striata 1
C2931121	Meier Blumberg Imahorn syndrome
C1839839	MAJOR AFFECTIVE DISORDER 2
C0475813	Alpha-thalassemia/mental retardation syndrome (301040) is an allelic disorder
C0475811	Disorder of keratinization
C1839830	Frontal hirsutism
C1839832	Noncompaction cardiomyopathy
C1864668	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4
C1864669	NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY
C4553018	Avascular Necrosis, CTCAE
C1850554	Atelosteogenesis type 2
C4553013	Chemokine (C-C Motif) Ligand 21 Measurement
C0149613	Acute mastitis
C0149614	Adnexal mass
C1852242	Nonarteritic anterior ischemic optic neuropathy (NAION)
C3683791	Ataxia Neuropathy Spectrum
C0011989	Camurati-Engelmann Syndrome
C0473315	Lactational amenorrhea
C0473311	Hemorrhagic cyst of ovary
C3826068	Leprosy in children
C0520459	Necrotizing Enterocolitis
C0406733	Curly hair-ankyloblepharon-nail dysplasia syndrome
C0730605	Moderate chronic obstructive pulmonary disease
C0730607	Severe chronic obstructive pulmonary disease
C1112734	Gastric infection
C1444605	Ocular syphilis
C2363725	Arthrosclerosis
C0034040	Puerperal Disorders
C0010474	Curling Ulcer
C4017315	BARDET-BIEDL SYNDROME 12, MODIFIER OF
C0392180	Necrosis of placenta
C0392185	Verbal repetition
C0392188	Abnormal rapid eye movement sleep
C1843315	Neuronopathy, Distal Hereditary Motor, Type Viib
C1257931	Mammary Neoplasms, Human
C1535985	Staphylococcal osteomyelitis
C4024994	Abnormality of the hepatic vasculature
C4024996	Aplasia/Hypoplasia of the lungs
C4024991	Aplasia/Hypoplasia of the scapulae
C4024990	Aplasia/Hypoplasia of the sternum
C4024993	Aplasia/Hypoplasia of the clavicles
C0266539	Congenital total cataract
C1531608	Smoldering myeloma
C0266537	Congenital lamellar cataract
C4476589	Dysgenesis of the thalamus
C1853198	COLD-INDUCED SWEATING SYNDROME 2
C4527152	Tricuspid Valve Regurgitation Velocity
C1853193	Recurrent skin infections
C1563274	Congenital hereditary endothelial dystrophy,CHED 2
C1853195	Prostate Cancer, Hereditary, 7
C0393588	Dystonia, Paroxysmal
C0393584	Benign Hereditary Chorea
C4023411	Hemifacial hypoplasia
C1868414	HYPERAPOBETALIPOPROTEINEMIA, SUSCEPTIBILITY TO
C4023413	Anterior plagiocephaly
C1841680	Longitudinal vaginal septum
C4023418	Unicoronal synostosis
C4025714	Abnormality of the autonomic nervous system
C4025715	Abnormal large intestine morphology
C4025716	Abnormality of the duodenum
C4025717	Abnormality of the small intestine
C4025710	Diminished movement
C4025711	Abnormal caudate nucleus morphology
C0813230	Serum triglycerides increased
C4025713	Paroxysmal drowsiness
C1841685	Pseudoepiphyses
C4025718	Early balding
C4025719	Dysgenesis of the cerebellar vermis
C4014557	MYOPATHY, TUBULAR AGGREGATE, 2
C1841686	Absent hallux
C4014553	PLASMA TRIGLYCERIDE LEVEL QUANTITATIVE TRAIT LOCUS
C0341422	Non-occlusive mesenteric ischemia
C1333125	combined type small cell lung cancer
C0341426	Small intestinal infarction
C1854978	Monosomy 7 of Bone Marrow
C1332293	Castleman Disease, Hyaline-Vascular Type
C0240182	Leukonychia
C1968790	Axonal degeneration/regeneration
C0242973	Ventricular Dysfunction
C1846853	Delayed tarsal ossification
C0428419	Triiodothyronine measurement
C3665983	Oral aversion
C4526607	Stage I Thymoma AJCC v8
C4526608	Stage II Thymoma AJCC v8
C0205882	Infections, Parvovirus
C0018055	Gonadal Dysgenesis, Mixed
C0018054	Gonadal Dysgenesis, 46,XY
C0018051	Gonadal Dysgenesis
C0018050	Gonadal Disorders
C1513734	Solid/Multicystic Ameloblastoma
C1519353	Skin Papule
C4747517	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 20
C3888911	CYP2C19 poor metaboliser status
C1264190	Follicular non-Hodgkin's lymphoma, large cell
C0022893	Labyrinthitis
C0022890	Labyrinthine disorder
C1264195	Refractory anemia with ringed sideroblasts
C0879257	Hereditary Papillary Renal Carcinoma
C1457871	Sarcoid arthritis
C1457873	Os trigonum disorder
C4020870	Abnormality of the hip joint
C4539754	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 14
C3662068	Static encephalopathy
C0026654	Moyamoya Disease
C3553937	PEROXISOME BIOGENESIS DISORDER 4B
C3553936	PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER)
C0026650	Movement Disorders
C0849963	Feeling nervous
C3553932	DEAFNESS, AUTOSOMAL RECESSIVE 98
C1835762	Widely-spaced maxillary central incisors
C0685828	Congenital dilatation of bladder
C0033324	Prognathism
C1855752	Abnormality of T cells
C0032059	Placentitis (disorder)
C1855755	Abnormal immunoglobulin level
C0032051	Placental Insufficiency
C1859624	Defective B cell differentiation
C1313952	Respiration intermittent
C0235229	Ciliary Body Spasm
C0279068	Childhood Solid Neoplasm
C1291266	Deficiency of aldehyde oxidase
C0235222	Diastolic hypertension
C0020681	Sleep-related respiratory failure
C0269014	Fibrosis of corpus cavernosum
C0269011	Increased size of penis
C0153567	Uterine Cancer
C0856208	Increased serum zinc
C0023381	Letterer-Siwe Disease
C0023380	Lethargy
C1848459	High nonceruloplasmin-bound serum copper
C1865279	Fetal polyuria
C1865276	Global glomerulosclerosis
C1535510	ADENOMAS AND ADENOCARCINOMAS
C1848453	Poor motor coordination
C1269683	Major Depressive Disorder
C0235590	Fibrosing adenosis
C0235592	Cervical lymphadenopathy
C0235598	Hodgkin's-like
C0206307	Canavan Disease
C1968804	Plasminogen Deficiency, Type I
C0085232	Zenker Diverticulum
C0542223	Loss of speech
C1096378	Near sudden infant death syndrome
C0149939	Obstructive nephropathy
C0405124	Nuchal Cord
C0149937	Acute interstitial nephritis
C0149931	Migraine Disorders
C0240602	opioid use
C0234174	Sucking reflex
C0234175	Palmar reflex
C0280135	Ovarian germ cell tumour mixed
C0280131	Ovarian Teratoma
C0281267	bilateral breast cancer
C0745186	hypoventilation syndrome
C0007815	Cerebrospinal Fluid Rhinorrhea
C1297882	Partial Trisomy
C1297883	Radial scar
C0332972	Congenital vascular proliferation
C4025054	Agenesis of mandibular central incisor
C0032987	Ectopic Pregnancy
C4708512	MDA5 deficiency
C0270816	epilepsy and migraine
C0270814	Spastic syndrome
C4707866	Familial lambdoid synostosis
C3686778	Biliary hyperplasia
C4540274	GALLOWAY-MOWAT SYNDROME 5
C0268825	Hunner's ulcer
C4540270	GALLOWAY-MOWAT SYNDROME 4
C0268821	Lower urinary tract infectious disease
C0023486	Prolymphocytic Leukemia
C1969001	Shoulder muscle hypoplasia
C0849925	Ventricular failure
C1868355	6-Phosphogluconolactonase Deficiency
C1970011	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J
C1861983	Heart Block, Nonprogressive
C0751671	Machado-Joseph Disease Type IV
C4274324	Genetic recurrent myoglobinuria
C4274322	Spinocerebellar ataxia type 15/16
C0162442	Parapsoriasis en Plaques
C3161330	Profound intellectual disabilities
C0574960	Sacroiliitis
C0574967	Cervical spine hypermobility
C1858991	Childhood Ataxia with Central Nervous System Hypomyelinization
C1858990	Beta Thalassemia, Dominant Inclusion Body Type
C0002940	Aneurysm
C0002949	Aneurysm, Dissecting
C1832175	Cataract, Congenital, Cerulean Type, 2
C1832174	DOYNE HONEYCOMB RETINAL DYSTROPHY
C0334013	Phrynoderma
C4087504	Peritoneal dissemination
C4087506	Central neuropathic pain
C1456283	Other alcohol-induced mental disorders
C4087502	Giant platelet disorder
C1318558	Congenital melanocytic nevus
C1318550	Refractory anemia with excess blasts I
C0014145	Yolk Sac Tumor
C1866293	Retinal cone dystrophy 2
C1866294	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 1
C1410400	Nontraumatic subarachnoid hemorrhage, unspecified
C0856900	Sarcoma of skin
C1858338	Neuropathy, hereditary motor and sensory, Okinawa type
C3281223	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME
C0019045	Hemoglobinopathies
C0349619	Medulloblastoma of cerebellum
C4273673	Peripheral resistance to thyroid hormone
C0019048	Hemoglobinuria
C0343751	Asymptomatic human immunodeficiency virus infection
C0343752	Acute HIV infection
C0343755	HIV Wasting Syndrome
C0343757	Neuropathy due to human immunodeficiency virus
C0343758	Typhus group rickettsial disease
C1456865	Ureteral Calculi
C4748939	FIBROSIS, NEURODEGENERATION, AND CEREBRAL ANGIOMATOSIS
C4748934	NEURODEGENERATION, CHILDHOOD-ONSET, WITH CEREBELLAR ATROPHY
C1456868	Diabetic foot ulcer
C4748930	HYPOTRICHOSIS 14
C0238207	Ectopic kidney
C4510147	Graves' disease in remission
C0234958	Muscle degeneration
C0234959	Panarteritis
C0001768	Agammaglobulinemia
C1142397	Myoglobinaemia
C0003723	Arbovirus Infections
C3160887	Node-positive breast cancer
C3160886	Non ST segment elevation acute coronary syndrome
C3160889	Node-negative breast cancer
C3160888	Metastatic gastric adenocarcinoma
C1834819	MYXOMATOUS MITRAL VALVE PROLAPSE 1
C2315229	Deformity of facial bone
C4310761	HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA
C1851419	Madelung-like forearm deformities
C1542327	Fetus or newborn affected by alcohol transmitted via placenta or breast milk
C0268009	Hyperosmolality
C0268005	Hyposmolality syndrome
C1112209	Abdominal Infection
C3839507	Diminished ovarian reserve
C4310765	Hypermanganesemia with dystonia 2
C1861218	Hypoplastic ilia
C2675897	Chromosome 1q21.1 Deletion Syndrome, 1.35-Mb
C1518715	Ovarian Fetiform Teratoma
C0042900	Vitiligo
C1861213	Wide-cupped costochondral junctions
C0042909	Vitreous Hemorrhage
C4022120	Aplasia/Hypoplasia of the distal phalanx of the 5th toe
C4022125	Aplasia of the phalanges of the 3rd toe
C0344905	Left ventricular abnormality
C0344906	Left ventricular hypoplasia
C0031039	Pericardial effusion
C0031036	Polyarteritis Nodosa
C0031030	Periapical Periodontitis
C2349568	Anal intraepithelial neoplasia I and II (AIN I and II) (histologically confirmed)
C0587248	Costello syndrome (disorder)
C0744822	Liver sarcoidosis
C0271801	Central hypothyroidism
C0086448	Ileoanal Pouches
C0030781	Peliosis Hepatis
C0543636	Lupus erythematosus, subacute
C0038557	Submandibular Gland Diseases
C0543638	Fibrosing disease
C1855255	Pseudoarylsulfatase A Deficiency
C0040460	Toothache
C3554606	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 3
C3554607	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4
C3554605	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2
C0410916	Neonatal Death
C3554608	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5
C0265205	Robinow Syndrome
C0265201	De Sanctis-Cacchione syndrome
C0265202	Seckel syndrome
C4324277	Myokymia of eyelid
C3807591	Widening of cervical spinal canal
C0585473	Chondromyxoid fibroma of bone
C0585474	Ewing's sarcoma of bone
C0585475	Pilomatrix carcinoma of skin
C3809250	ESTROGEN RESISTANCE
C2674766	Myokymia 1
C3898709	Intestinal-Type Sinonasal Adenocarcinoma
C4024605	Generalized weakness of limb muscles
C4024604	Amyotrophy of ankle musculature
C4024607	Exercise-induced leg cramps
C4024606	Loss of gluteal subcutaneous adipose tissue
C4024601	Weakness of long finger extensor muscles
C4015701	MECKEL SYNDROME 12
C4024603	Atrophy of quadriceps femoris muscle
C4024602	Loss of subcutaneous adipose tissue from upper limbs
C0519826	ASSAY FOR TACROLIMUS
C0427065	Distal muscle weakness
C0796250	PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME
C4024609	Decreased activity of mitochondrial respiratory chain
C4024608	Necrotizing myopathy
C3891828	PANCREATIC AGENESIS 1
C0427063	Shoulder girdle weakness
C0232180	Cardiac shunt
C2676721	Thrombophilia, Familial, Due To Decreased Release Of Tissue Plasminogen Activator
C2676723	JERVELL AND LANGE-NIELSEN SYNDROME 2 (disorder)
C4531113	Oral mucosa nodule
C0041330	Tuberculosis, Spinal
C0158983	Neonatal thyrotoxicosis
C0041332	Tuberculosis of other urinary organs
C0158981	Neonatal diabetes mellitus
C0158986	Neonatal hypoglycemia
C4023381	Morphological abnormality of the inner ear
C4023383	Narrow internal auditory canal
C4023385	Aplasia of the semicircular canal
C0747797	preeclampsia postpartum
C4023387	Dilated vestibule of the inner ear
C4023386	Morphological abnormality of the semicircular canal
C0424083	Hallucinations, Dissociative
C0424082	Hallucinations, Hypnapompic
C0553581	Round cell sarcoma
C0553580	Ewings sarcoma
C4748117	SPERMATOGENIC FAILURE 28
C1336082	Thymic Squamous Cell Carcinoma
C1336084	Squamous Lung Dysplasia
C0549263	Opiate withdrawal symptoms
C0025037	Meckel Diverticulum
C3812874	Endometrioid intraepithelial neoplasia
C2937421	Prostatic Hyperplasia
C4479548	SPECIFIC GRANULE DEFICIENCY 2
C4479549	STRUCTURAL HEART DEFECTS AND RENAL ANOMALIES SYNDROME
C1842357	Slowed Nerve Conduction Velocity, Autosomal Dominant
C0155804	Acute maxillary sinusitis
C0267176	Gastroparesis with diabetes mellitus
C0262525	Incomplete right bundle branch block
C1368771	Burkitt-like lymphoma
C3809031	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE
C0153536	Malignant melanoma of skin of lower limb
C0153535	Malignant melanoma of skin of upper limb
C0395886	Cholesteatoma, Congenital
C0395887	Tympanosclerosis
C2673809	Infantile nystagmus
C0877148	Pharyngotonsillitis
C4288261	STAT3 Gain of Function
C4288260	STXBP2 Deficiency
C0442833	Arteriolar hyalinosis
C0042171	Uveoparotid Fever
C0042170	Uveomeningoencephalitic Syndrome
C0022568	Keratitis
C0024814	Marinesco-Sjogren syndrome
C0687713	Gastrointestinal Pain
C3805692	Hyperpigmented nevi and streak
C0428886	Mean blood pressure
C0428883	Diastolic blood pressure
C3853548	Pdgfra-Associated Chronic Eosinophilic Leukemia
C3494186	Autosomal Hemophilia A
C3494187	Factor VIII Deficiency
C1142442	Intrahepatic biloma
C3853540	Aspirin exacerbated respiratory disease
C1142448	Apraxia of eyelid
C1865070	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION
C1833340	Synostotic Posterior Plagiocephaly
C2363882	Acute radiation toxicity
C1955566	Intravenous bisphosphonates
C0026718	Mucormycosis
C0151970	Ulcer of esophagus
C0151971	Primary ulcer of intestine
C0206141	Idiopathic Hypereosinophilic Syndrome
C3279947	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 9
C0206143	Loeffler's Endocarditis
C3279941	STICKLER SYNDROME, TYPE IV
C2698399	Myeloperoxidase Measurement
C0206146	Myocardial Stunning
C3279948	DEAFNESS, AUTOSOMAL DOMINANT 64
C3536797	Ichthyosis Congenita II
C2931928	Mitochondrial cytopathy
C0200665	Platelet mean volume determination (procedure)
C3826457	Diabetes in children
C4553199	Left Ventricular Systolic Dysfunction, CTCAE 5.0
C3826452	Diarrhea in children
C1096572	Staphylococcus epidermidis infection
C3495589	Jalili syndrome
C3495588	Acrocephalopolydactylous Dysplasia
C0393814	Hereditary liability to pressure palsies
C0393819	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating
C0393818	Congenital hypomyelinating neuropathy
C2242776	Plexiform leiomyoma
C3241937	Nonalcoholic Steatohepatitis
C0272285	Heparin-induced thrombocytopenia
C0409495	Protrusio acetabuli
C1561826	Overweight and obesity
C1851920	Dopa-Responsive Dystonia
C0679395	vascular ischemia
C1334011	High Grade Cervical Intraepithelial Neoplasia
C1334015	High Grade Intraepithelial Neoplasia
C4022775	Focal T2 hypointense thalamic lesion
C1847730	GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO (finding)
C1336118	Stage IA Lung Cancer AJCC v7
C1370889	Liposarcoma, well differentiated
C1968741	Glycogen Storage Disease IIIC
C1843294	Palmoplantar keratosis with erythema and scale
C1112566	Polyp of cecum
C4722224	Vascular Endothelial Growth Factor Receptor 2 Measurement
C1843292	Skin Fragility-Woolly Hair Syndrome
C4722227	Hypoprothrombinemias
C0740399	Auditory and visual hallucinations
C0221170	Muscular stiffness
C0740391	Middle Cerebral Artery Occlusion
C0740392	Infarction, Middle Cerebral Artery
C0740394	Hyperuricemia
C1299247	Primary malignant neoplasm of ovary and other uterine adnexa
C0406670	Vulvodynia
C0025160	Megacolon
C0025167	Megakaryocytic hyperplasia
C0431943	Lower Extremity Deformities, Congenital
C1865866	Congenital sensorineural hearing loss
C0221289	Synovioma, benign
C0278721	Adult Lymphoblastic Lymphoma
C0278722	DS Stage I Plasma Cell Myeloma
C0278725	Small cell lung cancer limited stage
C0221281	Poikilocytosis
C0278727	Small cell lung cancer recurrent
C0278726	Small cell lung cancer extensive stage
C2945698	panic symptoms
C4727088	Advanced Lung Carcinoma
C1334708	Metaplastic carcinoma of breast
C4727087	Metastatic Lung Carcinoma
C2945695	Limb ischemia
C3697376	Oculoskeletal dysplasia
C1854834	Dense calvaria
C1859807	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)
C1854838	Progressive neurologic deterioration
