GO:0004866	endopeptidase inhibitor activity
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0016868	intramolecular transferase activity, phosphotransferases
GO:0050023	L-fuconate dehydratase activity
GO:0101020	estrogen 16-alpha-hydroxylase activity
GO:0101021	estrogen 2-hydroxylase activity
GO:0042054	histone methyltransferase activity
GO:0106264	protein serine kinase activity (using GTP as donor)
GO:0050486	intramolecular transferase activity, transferring hydroxy groups
GO:0033229	cysteine transmembrane transporter activity
GO:0043262	adenosine-diphosphatase activity
GO:0047777	(S)-citramalyl-CoA lyase activity
GO:0016430	tRNA (adenine-N6-)-methyltransferase activity
GO:0016432	tRNA-uridine aminocarboxypropyltransferase activity
GO:0051119	sugar transmembrane transporter activity
GO:0016435	rRNA (guanine) methyltransferase activity
GO:0016437	tRNA cytidylyltransferase activity
GO:0090599	alpha-glucosidase activity
GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity
GO:0008955	peptidoglycan glycosyltransferase activity
GO:0047374	methylumbelliferyl-acetate deacetylase activity
GO:0047376	all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity
GO:0047372	acylglycerol lipase activity
GO:0034618	arginine binding
GO:0030332	cyclin binding
GO:0030331	estrogen receptor binding
GO:0016722	oxidoreductase activity, acting on metal ions
GO:0004021	L-alanine
GO:0034617	tetrahydrobiopterin binding
GO:0047115	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity
GO:0034189	very-low-density lipoprotein particle binding
GO:0047117	enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity
GO:0047369	succinate-hydroxymethylglutarate CoA-transferase activity
GO:0004454	ketohexokinase activity
GO:0071820	N-box binding
GO:0004549	tRNA-specific ribonuclease activity
GO:0034185	apolipoprotein binding
GO:0034186	apolipoprotein A-I binding
GO:0000825	inositol tetrakisphosphate 6-kinase activity
GO:0016892	endoribonuclease activity, producing 3'-phosphomonoesters
GO:0038191	neuropilin binding
GO:1901611	phosphatidylglycerol binding
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0046965	retinoid X receptor binding
GO:0000828	inositol hexakisphosphate kinase activity
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0016508	long-chain-enoyl-CoA hydratase activity
GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity
GO:0051265	diolein transacylation activity
GO:0016504	peptidase activator activity
GO:0016505	peptidase activator activity involved in apoptotic process
GO:0016500	protein-hormone receptor activity
GO:0016501	prostacyclin receptor activity
GO:0016503	pheromone receptor activity
GO:0030429	kynureninase activity
GO:0050508	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
GO:1904855	proteasome regulatory particle binding
GO:0017108	5'-flap endonuclease activity
GO:0050681	androgen receptor binding
GO:0031405	lipoic acid binding
GO:0050682	AF-2 domain binding
GO:0047609	acetylputrescine deacetylase activity
GO:0046624	sphingolipid transporter activity
GO:0008527	taste receptor activity
GO:0047603	acetoacetyl-CoA hydrolase activity
GO:0030549	acetylcholine receptor activator activity
GO:0016154	pyrimidine-nucleoside phosphorylase activity
GO:0047598	7-dehydrocholesterol reductase activity
GO:0097109	neuroligin family protein binding
GO:0097108	hedgehog family protein binding
GO:0043047	single-stranded telomeric DNA binding
GO:0003714	transcription corepressor activity
GO:0003713	transcription coactivator activity
GO:0003712	transcription coregulator activity
GO:0003711	transcription elongation regulator activity
GO:0017024	myosin I binding
GO:0031014	troponin T binding
GO:0031805	type 8 metabotropic glutamate receptor binding
GO:0000253	3-keto sterol reductase activity
GO:0000252	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity
GO:0031800	type 3 metabotropic glutamate receptor binding
GO:0000014	single-stranded DNA endodeoxyribonuclease activity
GO:0017020	myosin phosphatase regulator activity
GO:0060703	deoxyribonuclease inhibitor activity
GO:0031127	alpha-(1,2)-fucosyltransferase activity
GO:0061656	SUMO conjugating enzyme activity
GO:0004946	bombesin receptor activity
GO:0004945	angiotensin type II receptor activity
GO:0000016	lactase activity
GO:0031013	troponin I binding
GO:0004941	beta2-adrenergic receptor activity
GO:0005499	vitamin D binding
GO:0005496	steroid binding
GO:0032408	MutSbeta complex binding
GO:0030515	snoRNA binding
GO:1990239	steroid hormone binding
GO:0004949	cannabinoid receptor activity
GO:0060090	molecular adaptor activity
GO:0102259	1,2-diacylglycerol acylhydrolase activity
GO:0097367	carbohydrate derivative binding
GO:0008427	calcium-dependent protein kinase inhibitor activity
GO:0097363	protein O-GlcNAc transferase activity
GO:0052840	inositol diphosphate tetrakisphosphate diphosphatase activity
GO:0052842	inositol diphosphate pentakisphosphate diphosphatase activity
GO:0051864	histone demethylase activity (H3-K36 specific)
GO:0043130	ubiquitin binding
GO:0043136	glycerol-3-phosphatase activity
GO:0051861	glycolipid binding
GO:0043139	5'-3' DNA helicase activity
GO:0043138	3'-5' DNA helicase activity
GO:0030197	extracellular matrix constituent, lubricant activity
GO:0120015	sterol transfer activity
GO:0005126	cytokine receptor binding
GO:0031249	denatured protein binding
GO:0005124	scavenger receptor binding
GO:0005125	cytokine activity
GO:0034739	histone deacetylase activity (H4-K16 specific)
GO:0005123	death receptor binding
GO:0005121	Toll binding
GO:1990165	single-strand break-containing DNA binding
GO:0034450	ubiquitin-ubiquitin ligase activity
GO:0005128	erythropoietin receptor binding
GO:0106018	phosphatidylinositol-3,5-bisphosphate phosphatase activity
GO:0036461	BLOC-2 complex binding
GO:0048487	beta-tubulin binding
GO:0004839	ubiquitin activating enzyme activity
GO:0004838	L-tyrosine
GO:1990050	phosphatidic acid transfer activity
GO:0004833	tryptophan 2,3-dioxygenase activity
GO:0004832	valine-tRNA ligase activity
GO:0004831	tyrosine-tRNA ligase activity
GO:0004830	tryptophan-tRNA ligase activity
GO:0042947	glucoside transmembrane transporter activity
GO:0004835	tubulin-tyrosine ligase activity
GO:0015616	DNA translocase activity
GO:0000386	second spliceosomal transesterification activity
GO:0106370	protein-L-histidine N-pros-methyltransferase activity
GO:0004540	ribonuclease activity
GO:1902936	phosphatidylinositol bisphosphate binding
GO:0005010	insulin-like growth factor-activated receptor activity
GO:0005011	macrophage colony-stimulating factor receptor activity
GO:0005017	platelet-derived growth factor-activated receptor activity
GO:0047464	heparosan-N-sulfate-glucuronate 5-epimerase activity
GO:0002046	opsin binding
GO:0005019	platelet-derived growth factor beta-receptor activity
GO:0089720	caspase binding
GO:0034458	3'-5' RNA helicase activity
GO:0005384	manganese ion transmembrane transporter activity
GO:0033878	hormone-sensitive lipase activity
GO:0051139	metal ion
GO:0008017	microtubule binding
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity
GO:0005237	inhibitory extracellular ligand-gated ion channel activity
GO:0048156	tau protein binding
GO:0086007	voltage-gated calcium channel activity involved in cardiac muscle cell action potential
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0035438	cyclic-di-GMP binding
GO:0050528	acyloxyacyl hydrolase activity
GO:0000036	acyl carrier activity
GO:0000035	acyl binding
GO:1990838	poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends
GO:0000033	alpha-1,3-mannosyltransferase activity
GO:0031530	gonadotropin-releasing hormone receptor binding
GO:0034736	cholesterol O-acyltransferase activity
GO:0000030	mannosyltransferase activity
GO:0102092	5-diphosphoinositol pentakisphosphate 3-kinase activity
GO:0042731	PH domain binding
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity
GO:0004727	prenylated protein tyrosine phosphatase activity
GO:0004726	non-membrane spanning protein tyrosine phosphatase activity
GO:0004725	protein tyrosine phosphatase activity
GO:0004723	calcium-dependent protein serine/threonine phosphatase activity
GO:0004722	protein serine/threonine phosphatase activity
GO:0004721	phosphoprotein phosphatase activity
GO:0004720	protein-lysine 6-oxidase activity
GO:0003916	DNA topoisomerase activity
GO:0102250	linear malto-oligosaccharide phosphorylase activity
GO:0102704	GDP-Man
GO:0102707	S-adenosyl-L-methionine
GO:0102258	1,3-diacylglycerol acylhydrolase activity
GO:0005250	A-type (transient outward) potassium channel activity
GO:0004781	sulfate adenylyltransferase (ATP) activity
GO:0004479	methionyl-tRNA formyltransferase activity
GO:1905538	polysome binding
GO:0004055	argininosuccinate synthase activity
GO:0140346	phosphatidylserine flippase activity
GO:0004057	arginyltransferase activity
GO:0004056	argininosuccinate lyase activity
GO:0004051	arachidonate 5-lipoxygenase activity
GO:0004053	arginase activity
GO:0004032	alditol
GO:0047743	chlordecone reductase activity
GO:0102076	beta,beta-carotene-9',10'-cleaving oxygenase activity
GO:0102077	oleamide hydrolase activity
GO:0008700	4-hydroxy-2-oxoglutarate aldolase activity
GO:1902444	riboflavin binding
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity
GO:0043915	L-seryl-tRNA(Sec) kinase activity
GO:0048029	monosaccharide binding
GO:0043916	DNA-7-methylguanine glycosylase activity
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity
GO:0001664	G protein-coupled receptor binding
GO:0048027	mRNA 5'-UTR binding
GO:0048020	CCR chemokine receptor binding
GO:0036042	long-chain fatty acyl-CoA binding
GO:0036041	long-chain fatty acid binding
GO:0000721	(R,R)-butanediol dehydrogenase activity
GO:0042887	amide transmembrane transporter activity
GO:0003939	L-iditol 2-dehydrogenase activity
GO:0003938	IMP dehydrogenase activity
GO:0003910	DNA ligase (ATP) activity
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity
GO:0035639	purine ribonucleoside triphosphate binding
GO:0004613	phosphoenolpyruvate carboxykinase (GTP) activity
GO:0140567	transmembrane protein dislocase activity
GO:0004611	phosphoenolpyruvate carboxykinase activity
GO:0140297	DNA-binding transcription factor binding
GO:0004617	phosphoglycerate dehydrogenase activity
GO:0140563	UDP-D-xylose
GO:0004615	phosphomannomutase activity
GO:0140293	ADP-ribosylglutamate hydrolase activity
GO:0008384	IkappaB kinase activity
GO:0008387	steroid 7-alpha-hydroxylase activity
GO:0004618	phosphoglycerate kinase activity
GO:0008381	mechanosensitive ion channel activity
GO:0008832	dGTPase activity
GO:0070699	type II activin receptor binding
GO:0099520	ion antiporter activity involved in regulation of presynaptic membrane potential
GO:0003934	GTP cyclohydrolase I activity
GO:0045031	G protein-coupled ATP receptor activity
GO:0070780	dihydrosphingosine-1-phosphate phosphatase activity
GO:0000250	lanosterol synthase activity
GO:0017096	acetylserotonin O-methyltransferase activity
GO:0030023	extracellular matrix constituent conferring elasticity
GO:0052689	carboxylic ester hydrolase activity
GO:0008252	nucleotidase activity
GO:0003692	left-handed Z-DNA binding
GO:0044105	L-xylulose reductase (NAD+) activity
GO:1901235	(R)-carnitine transmembrane transporter activity
GO:0015199	amino-acid betaine transmembrane transporter activity
GO:0015196	L-tryptophan transmembrane transporter activity
GO:0015194	L-serine transmembrane transporter activity
GO:0015195	L-threonine transmembrane transporter activity
GO:0015193	L-proline transmembrane transporter activity
GO:1990825	sequence-specific mRNA binding
GO:0015191	L-methionine transmembrane transporter activity
GO:0036132	13-prostaglandin reductase activity
GO:0036131	prostaglandin D2 11-ketoreductase activity
GO:0017153	sodium
GO:0036137	kynurenine aminotransferase activity
GO:0001716	L-amino-acid oxidase activity
GO:0015207	adenine transmembrane transporter activity
GO:0015204	urea transmembrane transporter activity
GO:0016428	tRNA (cytosine-5-)-methyltransferase activity
GO:0045294	alpha-catenin binding
GO:0045322	unmethylated CpG binding
GO:0045296	cadherin binding
GO:0003697	single-stranded DNA binding
GO:0034979	NAD-dependent protein deacetylase activity
GO:0070674	hypoxanthine dehydrogenase activity
GO:0070675	hypoxanthine oxidase activity
GO:0140360	cyclic-GMP-AMP transmembrane transporter activity
GO:0004457	lactate dehydrogenase activity
GO:0070679	inositol 1,4,5 trisphosphate binding
GO:0019970	interleukin-11 binding
GO:0004105	choline-phosphate cytidylyltransferase activity
GO:0019200	carbohydrate kinase activity
GO:0019206	nucleoside kinase activity
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
GO:0019976	interleukin-2 binding
GO:0019205	nucleobase-containing compound kinase activity
GO:0019208	phosphatase regulator activity
GO:0019209	kinase activator activity
GO:0070097	delta-catenin binding
GO:0070095	fructose-6-phosphate binding
GO:0060182	apelin receptor activity
GO:0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity
GO:0070853	myosin VI binding
GO:0061609	fructose-1-phosphate aldolase activity
GO:0043739	G/U mismatch-specific uracil-DNA glycosylase activity
GO:0008528	G protein-coupled peptide receptor activity
GO:0000822	inositol hexakisphosphate binding
GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity
GO:0015377	cation
GO:0000827	inositol-1,3,4,5,6-pentakisphosphate kinase activity
GO:0008521	acetyl-CoA transmembrane transporter activity
GO:0000829	inositol heptakisphosphate kinase activity
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0051267	CP2 mannose-ethanolamine phosphotransferase activity
GO:0008525	phosphatidylcholine transporter activity
GO:0043734	DNA-N1-methyladenine dioxygenase activity
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors
GO:0008526	phosphatidylinositol transfer activity
GO:0070412	R-SMAD binding
GO:0004810	tRNA adenylyltransferase activity
GO:0070410	co-SMAD binding
GO:0070411	I-SMAD binding
GO:0099186	structural constituent of postsynapse
GO:0050011	itaconyl-CoA hydratase activity
GO:0000210	NAD+ diphosphatase activity
GO:0033721	aldehyde dehydrogenase (NADP+) activity
GO:0050646	5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding
GO:0050213	progesterone 5-alpha-reductase activity
GO:0070324	thyroid hormone binding
GO:0070325	lipoprotein particle receptor binding
GO:0070326	very-low-density lipoprotein particle receptor binding
GO:0150025	oxidised low-density lipoprotein particle receptor activity
GO:0070320	inward rectifier potassium channel inhibitor activity
GO:0071936	coreceptor activity involved in Wnt signaling pathway
GO:0004760	serine-pyruvate transaminase activity
GO:0047747	cholate-CoA ligase activity
GO:0047293	4-hydroxybenzoate nonaprenyltransferase activity
GO:0047290	(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity
GO:0047349	D-ribitol-5-phosphate cytidylyltransferase activity
